phrase ids,sentiment values,score
115093,0.40278,2
115094,0.5,2
115095,0.38889,1
115096,0.61111,3
115097,0.51389,2
115098,0.5,2
115099,0.5,2
115100,0.68056,3
115101,0.69444,3
115102,0.73611,3
115103,0.65278,3
115104,0.51389,2
115105,0.48611,2
115106,0.5,2
115107,0.34722,1
115108,0.41667,2
115109,0.61111,3
115110,0.65278,3
115111,0.48611,2
115112,0.29167,1
115113,0.13889,0
115114,0.625,3
115115,0.83333,4
115116,0.63889,3
115117,0.84722,4
115118,0.84722,4
115119,0.55556,2
115120,0.55556,2
115121,0.44444,2
115122,0.5,2
115123,0.5,2
115124,0.375,1
115125,0.375,1
115126,0.55556,2
115127,0.23611,1
115128,0.54167,2
115129,0.79167,3
115130,0.76389,3
115131,0.625,3
115132,0.58333,2
115133,0.20833,1
115134,0.56944,2
115135,0.58333,2
115136,0.77778,3
115137,0.65278,3
115138,0.45833,2
115139,0.69444,3
115140,0.5,2
115141,0.58333,2
115142,0.27778,1
115143,0.40278,2
115144,0.48611,2
115145,0.47222,2
115146,0.63889,3
115147,0.63889,3
115148,0.26389,1
115149,0.5,2
115150,0.20833,1
115151,0.40278,2
115152,0.44444,2
115153,0.5,2
115154,0.43056,2
115155,0.5,2
115156,0.5,2
115157,0.61111,3
115158,0.5,2
115159,0.73611,3
115160,0.375,1
115161,0.54167,2
115162,0.55556,2
115163,0.5,2
115164,0.75,3
115165,0.5,2
115166,0.69444,3
115167,0.5,2
115168,0.26389,1
115169,0.55556,2
115170,0.40278,2
115171,0.5,2
115172,0.125,0
115173,0.5,2
115174,0.59722,2
115175,0.5,2
115176,0.5,2
115177,0.5,2
115178,0.5,2
115179,0.43056,2
115180,0.58333,2
115181,0.77778,3
115182,0.68056,3
115183,0.69444,3
115184,0.47222,2
115185,0.47222,2
115186,0.51389,2
115187,0.38889,1
115188,0.5,2
115189,0.5,2
115190,0.56944,2
115191,0.58333,2
115192,0.43056,2
115193,0.5,2
115194,0.5,2
115195,0.5,2
115196,0.66667,3
115197,0.58333,2
115198,0.40278,2
115199,0.61111,3
115200,0.54167,2
115201,0.5,2
115202,0.5,2
115203,0.51389,2
115204,0.51389,2
115205,0.5,2
115206,0.38889,1
115207,0.5,2
115208,0.5,2
115209,0.44444,2
115210,0.5,2
115211,0.625,3
115212,0.52778,2
115213,0.56944,2
115214,0.5,2
115215,0.30556,1
115216,0.5,2
115217,0.59722,2
115218,0.33333,1
115219,0.47222,2
115220,0.5,2
115221,0.5,2
115222,0.5,2
115223,0.48611,2
115224,0.125,0
115225,0.68056,3
115226,0.5,2
115227,0.55556,2
115228,0.59722,2
115229,0.36111,1
115230,0.63889,3
115231,0.5,2
115232,0.48611,2
115233,0.44444,2
115234,0.55556,2
115235,0.41667,2
115236,0.55556,2
115237,0.61111,3
115238,0.625,3
115239,0.54167,2
115240,0.45833,2
115241,0.44444,2
115242,0.61111,3
115243,0.58333,2
115244,0.375,1
115245,0.027778,0
115246,0.22222,1
115247,0.5,2
115248,0.52778,2
115249,0.54167,2
115250,0.55556,2
115251,0.52778,2
115252,0.52778,2
115253,0.59722,2
115254,0.68056,3
115255,0.68056,3
115256,0.61111,3
115257,0.625,3
115258,0.48611,2
115259,0.55556,2
115260,0.61111,3
115261,0.5,2
115262,0.63889,3
115263,0.63889,3
115264,0.097222,0
115265,0.58333,2
115266,0.5,2
115267,0.77778,3
115268,0.5,2
115269,0.47222,2
115270,0.73611,3
115271,0.375,1
115272,0.51389,2
115273,0.5,2
115274,0.33333,1
115275,0.59722,2
115276,0.5,2
115277,0.47222,2
115278,0.55556,2
115279,0.5,2
115280,0.43056,2
115281,0.44444,2
115282,0.097222,0
115283,0.58333,2
115284,0.29167,1
115285,0.375,1
115286,0.66667,3
115287,0.59722,2
115288,0.61111,3
115289,0.77778,3
115290,0.625,3
115291,0.68056,3
115292,0.61111,3
115293,0.94444,4
115294,0.34722,1
115295,0.11111,0
115296,0.69444,3
115297,0.5,2
115298,0.51389,2
115299,0.27778,1
115300,0.65278,3
115301,0.5,2
115302,0.5,2
115303,0.47222,2
115304,0.40278,2
115305,0.55556,2
115306,0.5,2
115307,0.55556,2
115308,0.43056,2
115309,0.52778,2
115310,0.5,2
115311,0.68056,3
115312,0.52778,2
115313,0.70833,3
115314,0.51389,2
115315,0.79167,3
115316,0.61111,3
115317,0.5,2
115318,0.61111,3
115319,0.5,2
115320,0.45833,2
115321,0.5,2
115322,0.63889,3
115323,0.5,2
115324,0.22222,1
115325,0.29167,1
115326,0.22222,1
115327,0.38889,1
115328,0.125,0
115329,0.069444,0
115330,0.16667,0
115331,0.41667,2
115332,0.041667,0
115333,0.097222,0
115334,0.40278,2
115335,0.5,2
115336,0.13889,0
115337,0.30556,1
115338,0.26389,1
115339,0.38889,1
115340,0.25,1
115341,0.36111,1
115342,0.27778,1
115343,0.29167,1
115344,0.25,1
115345,0.34722,1
115346,0.13889,0
115347,0.38889,1
115348,0.069444,0
115349,0.44444,2
115350,0.15278,0
115351,0.18056,0
115352,0.25,1
115353,0.41667,2
115354,0.48611,2
115355,0.33333,1
115356,0.27778,1
115357,0.47222,2
115358,0.5,2
115359,0.58333,2
115360,0.5,2
115361,0.5,2
115362,0.54167,2
115363,0.58333,2
115364,0.51389,2
115365,0.5,2
115366,0.5,2
115367,0.31944,1
115368,0.33333,1
115369,0.45833,2
115370,0.23611,1
115371,0.43056,2
115372,0.27778,1
115373,0.33333,1
115374,0.51389,2
115375,0.29167,1
115376,0.13889,0
115377,0.125,0
115378,0.29167,1
115379,0,0
115380,0.027778,0
115381,0.5,2
115382,0.63889,3
115383,0.79167,3
115384,0.41667,2
115385,0.33333,1
115386,0.44444,2
115387,0.65278,3
115388,0.56944,2
115389,0.51389,2
115390,0.45833,2
115391,0.27778,1
115392,0.34722,1
115393,0.38889,1
115394,0.30556,1
115395,0.29167,1
115396,0.43056,2
115397,0.11111,0
115398,0.27778,1
115399,0.375,1
115400,0.22222,1
115401,0.26389,1
115402,0.20833,1
115403,0.41667,2
115404,0.33333,1
115405,0.25,1
115406,0.55556,2
115407,0.55556,2
115408,0.31944,1
115409,0.27778,1
115410,0.5,2
115411,0.44444,2
115412,0.5,2
115413,0.48611,2
115414,0.58333,2
115415,0.48611,2
115416,0.43056,2
115417,0.33333,1
115418,0.43056,2
115419,0.63889,3
115420,0.59722,2
115421,0.48611,2
115422,0.5,2
115423,0.5,2
115424,0.63889,3
115425,0.58333,2
115426,0.5,2
115427,0.5,2
115428,0.52778,2
115429,0.44444,2
115430,0.40278,2
115431,0.48611,2
115432,0.41667,2
115433,0.5,2
115434,0.5,2
115435,0.5,2
115436,0.44444,2
115437,0.45833,2
115438,0.55556,2
115439,0.52778,2
115440,0.33333,1
115441,0.84722,4
115442,0.40278,2
115443,0.52778,2
115444,0.66667,3
115445,0.59722,2
115446,0.44444,2
115447,0.54167,2
115448,0.5,2
115449,0.625,3
115450,0.55556,2
115451,0.25,1
115452,0.76389,3
115453,0.51389,2
115454,0.91667,4
115455,0.5,2
115456,0.56944,2
115457,0.56944,2
115458,0.58333,2
115459,0.61111,3
115460,0.68056,3
115461,0.19444,0
115462,0.31944,1
115463,0.36111,1
115464,0.5,2
115465,0.59722,2
115466,0.73611,3
115467,0.58333,2
115468,0.47222,2
115469,0.59722,2
115470,0.5,2
115471,0.70833,3
115472,0.38889,1
115473,0.61111,3
115474,0.48611,2
115475,0.69444,3
115476,0.65278,3
115477,0.73611,3
115478,0.875,4
115479,0.63889,3
115480,0.31944,1
115481,0.38889,1
115482,0.23611,1
115483,0.66667,3
115484,0.36111,1
115485,0.48611,2
115486,0.44444,2
115487,0.23611,1
115488,0.56944,2
115489,0.52778,2
115490,0.56944,2
115491,0.5,2
115492,0.5,2
115493,0.63889,3
115494,0.61111,3
115495,0.54167,2
115496,0.66667,3
115497,0.65278,3
115498,0.29167,1
115499,0.55556,2
115500,0.25,1
115501,0.5,2
115502,0.44444,2
115503,0.61111,3
115504,0.59722,2
115505,0.45833,2
115506,0.54167,2
115507,0.66667,3
115508,0.23611,1
115509,0.70833,3
115510,0.58333,2
115511,0.47222,2
115512,0.375,1
115513,0.16667,0
115514,0.18056,0
115515,0.5,2
115516,0.43056,2
115517,0.15278,0
115518,0.5,2
115519,0.16667,0
115520,0.61111,3
115521,0.36111,1
115522,0.66667,3
115523,0.55556,2
115524,0.55556,2
115525,0.33333,1
115526,0.5,2
115527,0.5,2
115528,0.63889,3
115529,0.13889,0
115530,0.13889,0
115531,0.45833,2
115532,0.5,2
115533,0.44444,2
115534,0.38889,1
115535,0.375,1
115536,0.54167,2
115537,0.61111,3
115538,0.44444,2
115539,0.5,2
115540,0.51389,2
115541,0.375,1
115542,0.33333,1
115543,0.41667,2
115544,0.11111,0
115545,0.34722,1
115546,0.27778,1
115547,0.40278,2
115548,0.52778,2
115549,0.72222,3
115550,0.59722,2
115551,0.75,3
115552,0.5,2
115553,0.75,3
115554,0.15278,0
115555,0.58333,2
115556,0.38889,1
115557,0.73611,3
115558,0.43056,2
115559,0.23611,1
115560,0.625,3
115561,0.51389,2
115562,0.45833,2
115563,0.56944,2
115564,0.51389,2
115565,0.875,4
115566,0.51389,2
115567,0.65278,3
115568,0.38889,1
115569,0.38889,1
115570,0.22222,1
115571,0.47222,2
115572,0.31944,1
115573,0.69444,3
115574,0.58333,2
115575,0.41667,2
115576,0.38889,1
115577,0.48611,2
115578,0.38889,1
115579,0.40278,2
115580,0.5,2
115581,0.55556,2
115582,0.51389,2
115583,0.65278,3
115584,0.5,2
115585,0.66667,3
115586,0.5,2
115587,0.58333,2
115588,0.70833,3
115589,0.70833,3
115590,0.27778,1
115591,0.47222,2
115592,0.48611,2
115593,0.5,2
115594,0.65278,3
115595,0.5,2
115596,0.55556,2
115597,0.54167,2
115598,0.11111,0
115599,0.43056,2
115600,0.61111,3
115601,0.20833,1
115602,0.069444,0
115603,0.51389,2
115604,0.83333,4
115605,0.47222,2
115606,0.31944,1
115607,0.43056,2
115608,0.58333,2
115609,0.61111,3
115610,0.70833,3
115611,0.81944,4
115612,0.66667,3
115613,0.59722,2
115614,0.52778,2
115615,0.47222,2
115616,0.88889,4
115617,0.70833,3
115618,0.86111,4
115619,0.72222,3
115620,0.61111,3
115621,0.75,3
115622,0.33333,1
115623,0.5,2
115624,0.55556,2
115625,0.44444,2
115626,0.44444,2
115627,0.77778,3
115628,0.45833,2
115629,0.51389,2
115630,0.5,2
115631,0.5,2
115632,0.40278,2
115633,0.63889,3
115634,0.5,2
115635,0.5,2
115636,0.70833,3
115637,0.44444,2
115638,0.5,2
115639,0.47222,2
115640,0.41667,2
115641,0.44444,2
115642,0.54167,2
115643,0.625,3
115644,0.61111,3
115645,0.52778,2
115646,0.47222,2
115647,0.38889,1
115648,0.61111,3
115649,0.36111,1
115650,0.36111,1
115651,0.61111,3
115652,0.66667,3
115653,0.875,4
115654,0.83333,4
115655,0.68056,3
115656,0.80556,4
115657,0.77778,3
115658,0.76389,3
115659,0.58333,2
115660,0.5,2
115661,0.5,2
115662,0.56944,2
115663,0.69444,3
115664,0.44444,2
115665,0.58333,2
115666,0.5,2
115667,0.69444,3
115668,0.77778,3
115669,0.5,2
115670,0.51389,2
115671,0.5,2
115672,0.58333,2
115673,0.48611,2
115674,0.18056,0
115675,0.5,2
115676,0.55556,2
115677,0.48611,2
115678,0.083333,0
115679,0.73611,3
115680,0.30556,1
115681,0.66667,3
115682,0.375,1
115683,0.73611,3
115684,0.72222,3
115685,0.61111,3
115686,0.61111,3
115687,0.56944,2
115688,0.63889,3
115689,0.15278,0
115690,0.44444,2
115691,0.23611,1
115692,0.83333,4
115693,0.54167,2
115694,0.54167,2
115695,0.72222,3
115696,0.55556,2
115697,0.47222,2
115698,0.63889,3
115699,0.27778,1
115700,0.25,1
115701,0.79167,3
115702,0.33333,1
115703,0.25,1
115704,0.38889,1
115705,0.34722,1
115706,0.26389,1
115707,0.18056,0
115708,0.27778,1
115709,0.29167,1
115710,0.18056,0
115711,0.013889,0
115712,0.55556,2
115713,0.33333,1
115714,0.56944,2
115715,0.77778,3
115716,0.52778,2
115717,0.47222,2
115718,0.375,1
115719,0.5,2
115720,0.5,2
115721,0.52778,2
115722,0.44444,2
115723,0.5,2
115724,0.625,3
115725,0.5,2
115726,0.5,2
115727,0.41667,2
115728,0.27778,1
115729,0.48611,2
115730,0.5,2
115731,0.63889,3
115732,0.45833,2
115733,0.23611,1
115734,0.36111,1
115735,0.63889,3
115736,0.45833,2
115737,0.83333,4
115738,0.43056,2
115739,0.30556,1
115740,0.48611,2
115741,0.73611,3
115742,0.61111,3
115743,0.56944,2
115744,0.27778,1
115745,0.19444,0
115746,0.041667,0
115747,0.43056,2
115748,0.47222,2
115749,0.55556,2
115750,0.48611,2
115751,0.083333,0
115752,0.5,2
115753,0.15278,0
115754,0.47222,2
115755,0.23611,1
115756,0.41667,2
115757,0.5,2
115758,0.69444,3
115759,0.55556,2
115760,0.52778,2
115761,0.30556,1
115762,0.5,2
115763,0.61111,3
115764,0.51389,2
115765,0.55556,2
115766,0.45833,2
115767,0.66667,3
115768,0.5,2
115769,0.66667,3
115770,0.40278,2
115771,0.63889,3
115772,0.47222,2
115773,0.5,2
115774,0.5,2
115775,0.48611,2
115776,0.5,2
115777,0.38889,1
115778,0.63889,3
115779,0.27778,1
115780,0.45833,2
115781,0.63889,3
115782,0.56944,2
115783,0.51389,2
115784,0.38889,1
115785,0.5,2
115786,0.5,2
115787,0.055556,0
115788,0.5,2
115789,0.33333,1
115790,0.70833,3
115791,0.84722,4
115792,0.54167,2
115793,0.41667,2
115794,0.36111,1
115795,0.44444,2
115796,0.34722,1
115797,0.19444,0
115798,0.19444,0
115799,0.27778,1
115800,0.66667,3
115801,0.61111,3
115802,0.5,2
115803,0.55556,2
115804,0.73611,3
115805,0.88889,4
115806,0.47222,2
115807,0.43056,2
115808,0.56944,2
115809,0.70833,3
115810,0.5,2
115811,0.625,3
115812,0.5,2
115813,0.23611,1
115814,0.5,2
115815,0.54167,2
115816,0.76389,3
115817,0.5,2
115818,0.48611,2
115819,0.30556,1
115820,0.30556,1
115821,0.48611,2
115822,0.80556,4
115823,0.5,2
115824,0.51389,2
115825,0.61111,3
115826,0.63889,3
115827,0.58333,2
115828,0.41667,2
115829,0.27778,1
115830,0.38889,1
115831,0.47222,2
115832,0.375,1
115833,0.36111,1
115834,0.13889,0
115835,0.63889,3
115836,0.22222,1
115837,0.19444,0
115838,0.30556,1
115839,0.31944,1
115840,0.40278,2
115841,0.5,2
115842,0.41667,2
115843,0.77778,3
115844,0.5,2
115845,0.56944,2
115846,0.59722,2
115847,0.43056,2
115848,0.56944,2
115849,0.30556,1
115850,0.38889,1
115851,0.20833,1
115852,0.55556,2
115853,0.48611,2
115854,0.5,2
115855,0.5,2
115856,0.5,2
115857,0.72222,3
115858,0.65278,3
115859,0.40278,2
115860,0.23611,1
115861,0.77778,3
115862,0.63889,3
115863,0.5,2
115864,0.38889,1
115865,0.61111,3
115866,0.63889,3
115867,0.43056,2
115868,0.59722,2
115869,0.52778,2
115870,0.41667,2
115871,0.76389,3
115872,0.5,2
115873,0.48611,2
115874,0.56944,2
115875,0.29167,1
115876,0.55556,2
115877,0.88889,4
115878,0.54167,2
115879,0.79167,3
115880,0.59722,2
115881,0.66667,3
115882,0.75,3
115883,0.84722,4
115884,0.375,1
115885,0.88889,4
115886,0.63889,3
115887,0.61111,3
115888,0.79167,3
115889,0.70833,3
115890,0.66667,3
115891,0.76389,3
115892,0.68056,3
115893,0.70833,3
115894,0.81944,4
115895,0.25,1
115896,0.54167,2
115897,0.91667,4
115898,0.84722,4
115899,0.5,2
115900,0.5,2
115901,0.54167,2
115902,0.69444,3
115903,0.65278,3
115904,0.61111,3
115905,0.44444,2
115906,0.5,2
115907,0.625,3
115908,0.55556,2
115909,0.44444,2
115910,0.55556,2
115911,0.38889,1
115912,0.5,2
115913,0.5,2
115914,0.76389,3
115915,0.52778,2
115916,0.13889,0
115917,0.51389,2
115918,0.56944,2
115919,0.40278,2
115920,0.45833,2
115921,0.625,3
115922,0.86111,4
115923,0.48611,2
115924,0.68056,3
115925,0.61111,3
115926,0.52778,2
115927,0.77778,3
115928,0.41667,2
115929,0.40278,2
115930,0.51389,2
115931,0.61111,3
115932,0.5,2
115933,0.45833,2
115934,0.5,2
115935,0.52778,2
115936,0.61111,3
115937,0.52778,2
115938,0.5,2
115939,0.44444,2
115940,0.5,2
115941,0.51389,2
115942,0.58333,2
115943,0.5,2
115944,0.77778,3
115945,0.52778,2
115946,0.52778,2
115947,0.54167,2
115948,0.5,2
115949,0.59722,2
115950,0.43056,2
115951,0.44444,2
115952,0.44444,2
115953,0.48611,2
115954,0.51389,2
115955,0.40278,2
115956,0.38889,1
115957,0.58333,2
115958,0.5,2
115959,0.44444,2
115960,0.59722,2
115961,0.54167,2
115962,0.58333,2
115963,0.44444,2
115964,0.48611,2
115965,0.43056,2
115966,0.30556,1
115967,0.56944,2
115968,0.625,3
115969,0.58333,2
115970,0.43056,2
115971,0.5,2
115972,0.68056,3
115973,0.77778,3
115974,0.26389,1
115975,0.52778,2
115976,0.5,2
115977,0.38889,1
115978,0.11111,0
115979,0.48611,2
115980,0.65278,3
115981,0.5,2
115982,0.51389,2
115983,0.63889,3
115984,0.61111,3
115985,0.63889,3
115986,0.5,2
115987,0.48611,2
115988,0.069444,0
115989,0.5,2
115990,0.61111,3
115991,0.43056,2
115992,0.5,2
115993,0.51389,2
115994,0.38889,1
115995,0.5,2
115996,0.43056,2
115997,0.5,2
115998,0.61111,3
115999,0.61111,3
116000,0.38889,1
116001,0.5,2
116002,0.47222,2
116003,0.55556,2
116004,0.55556,2
116005,0.5,2
116006,0.5,2
116007,0.44444,2
116008,0.44444,2
116009,0.38889,1
116010,0.45833,2
116011,0.45833,2
116012,0.61111,3
116013,0.56944,2
116014,0.63889,3
116015,0.72222,3
116016,0.76389,3
116017,0.69444,3
116018,0.43056,2
116019,0.5,2
116020,0.5,2
116021,0.5,2
116022,0.45833,2
116023,0.31944,1
116024,0.33333,1
116025,0.23611,1
116026,0.23611,1
116027,0.30556,1
116028,0.52778,2
116029,0.40278,2
116030,0.26389,1
116031,0.40278,2
116032,0.33333,1
116033,0.29167,1
116034,0.25,1
116035,0.5,2
116036,0.41667,2
116037,0.56944,2
116038,0.5,2
116039,0.44444,2
116040,0.48611,2
116041,0.48611,2
116042,0.51389,2
116043,0.59722,2
116044,0.11111,0
116045,0.47222,2
116046,0.52778,2
116047,0.36111,1
116048,0.36111,1
116049,0.375,1
116050,0.51389,2
116051,0.5,2
116052,0.52778,2
116053,0.5,2
116054,0.59722,2
116055,0.61111,3
116056,0.52778,2
116057,0.48611,2
116058,0.5,2
116059,0.40278,2
116060,0.48611,2
116061,0.44444,2
116062,0.5,2
116063,0.75,3
116064,0.63889,3
116065,0.45833,2
116066,0.44444,2
116067,0.5,2
116068,0.54167,2
116069,0.51389,2
116070,0.44444,2
116071,0.58333,2
116072,0.44444,2
116073,0.79167,3
116074,0.69444,3
116075,0.5,2
116076,0.44444,2
116077,0.66667,3
116078,0.27778,1
116079,0.36111,1
116080,0.56944,2
116081,0.38889,1
116082,0.30556,1
116083,0.27778,1
116084,0.13889,0
116085,0.5,2
116086,0.20833,1
116087,0.26389,1
116088,0.63889,3
116089,0.75,3
116090,0.56944,2
116091,0.5,2
116092,0.5,2
116093,0.70833,3
116094,0.5,2
116095,0.5,2
116096,0.5,2
116097,0.375,1
116098,0.59722,2
116099,0.66667,3
116100,0.54167,2
116101,0.5,2
116102,0.52778,2
116103,0.36111,1
116104,0.58333,2
116105,0.55556,2
116106,0.44444,2
116107,0.5,2
116108,0.44444,2
116109,0.36111,1
116110,0.33333,1
116111,0.16667,0
116112,0.22222,1
116113,0.20833,1
116114,0.15278,0
116115,0.22222,1
116116,0.5,2
116117,0.16667,0
116118,0.30556,1
116119,0.34722,1
116120,0.40278,2
116121,0.5,2
116122,0.69444,3
116123,0.5,2
116124,0.5,2
116125,0.5,2
116126,0.52778,2
116127,0.66667,3
116128,0.93056,4
116129,0.61111,3
116130,0.5,2
116131,0.55556,2
116132,0.54167,2
116133,0.70833,3
116134,0.73611,3
116135,0.11111,0
116136,0.069444,0
116137,0.5,2
116138,0.52778,2
116139,0.66667,3
116140,0.63889,3
116141,0.625,3
116142,0.66667,3
116143,0.79167,3
116144,0.5,2
116145,0.63889,3
116146,0.5,2
116147,0.59722,2
116148,0.5,2
116149,0.31944,1
116150,0.47222,2
116151,0.48611,2
116152,0.23611,1
116153,0.38889,1
116154,0.33333,1
116155,0.44444,2
116156,0.44444,2
116157,0.44444,2
116158,0.097222,0
116159,0.52778,2
116160,0.5,2
116161,0.5,2
116162,0.5,2
116163,0.41667,2
116164,0.33333,1
116165,0.55556,2
116166,0.625,3
116167,0.16667,0
116168,0.5,2
116169,0.55556,2
116170,0.20833,1
116171,0.52778,2
116172,0.52778,2
116173,0.70833,3
116174,0.44444,2
116175,0.43056,2
116176,0.5,2
116177,0.61111,3
116178,0.38889,1
116179,0.5,2
116180,0.40278,2
116181,0.52778,2
116182,0.52778,2
116183,0.47222,2
116184,0.69444,3
116185,0.66667,3
116186,0.63889,3
116187,0.5,2
116188,0.43056,2
116189,0.55556,2
116190,0.91667,4
116191,0.875,4
116192,0.73611,3
116193,0.88889,4
116194,0.91667,4
116195,0.52778,2
116196,0.56944,2
116197,0.54167,2
116198,0.40278,2
116199,0.55556,2
116200,0.48611,2
116201,0.75,3
116202,0.90278,4
116203,0.59722,2
116204,0.55556,2
116205,0.77778,3
116206,0.61111,3
116207,0.65278,3
116208,0.63889,3
116209,0.61111,3
116210,0.5,2
116211,0.55556,2
116212,0.83333,4
116213,0.77778,3
116214,0.25,1
116215,0.70833,3
116216,0.84722,4
116217,0.51389,2
116218,0.47222,2
116219,0.55556,2
116220,0.5,2
116221,0.75,3
116222,0.66667,3
116223,0.79167,3
116224,0.625,3
116225,0.68056,3
116226,0.55556,2
116227,0.65278,3
116228,0.65278,3
116229,0.70833,3
116230,0.65278,3
116231,0.5,2
116232,0.72222,3
116233,0.56944,2
116234,0.25,1
116235,0.23611,1
116236,0.55556,2
116237,0.59722,2
116238,0.56944,2
116239,0.79167,3
116240,0.73611,3
116241,0.80556,4
116242,0.59722,2
116243,0.69444,3
116244,0.63889,3
116245,0.51389,2
116246,0.625,3
116247,0.69444,3
116248,0.77778,3
116249,0.625,3
116250,0.45833,2
116251,0.40278,2
116252,0.44444,2
116253,0.41667,2
116254,0.41667,2
116255,0.20833,1
116256,0.55556,2
116257,0.5,2
116258,0.5,2
116259,0.69444,3
116260,0.77778,3
116261,0.65278,3
116262,0.73611,3
116263,0.375,1
116264,0.43056,2
116265,0.44444,2
116266,0.33333,1
116267,0.25,1
116268,0.20833,1
116269,0.11111,0
116270,0.77778,3
116271,0.625,3
116272,0.5,2
116273,0.375,1
116274,0.47222,2
116275,0.61111,3
116276,0.47222,2
116277,0.48611,2
116278,0.5,2
116279,0.30556,1
116280,0.5,2
116281,0.36111,1
116282,0.40278,2
116283,0.22222,1
116284,0.80556,4
116285,0.66667,3
116286,0.59722,2
116287,0.66667,3
116288,0.77778,3
116289,0.55556,2
116290,0.84722,4
116291,0.5,2
116292,0.40278,2
116293,0.375,1
116294,0.65278,3
116295,0.34722,1
116296,0.47222,2
116297,0.54167,2
116298,0.5,2
116299,0.25,1
116300,0.38889,1
116301,0.5,2
116302,0.5,2
116303,0.81944,4
116304,0.47222,2
116305,0.5,2
116306,0.43056,2
116307,0.5,2
116308,0.55556,2
116309,0.47222,2
116310,0.30556,1
116311,0.38889,1
116312,0.36111,1
116313,0.29167,1
116314,0.31944,1
116315,0.61111,3
116316,0.51389,2
116317,0.63889,3
116318,0.30556,1
116319,0.41667,2
116320,0.47222,2
116321,0.43056,2
116322,0.77778,3
116323,0.40278,2
116324,0.5,2
116325,0.45833,2
116326,0.375,1
116327,0.54167,2
116328,0.125,0
116329,0.44444,2
116330,0.36111,1
116331,0.40278,2
116332,0.36111,1
116333,0.31944,1
116334,0.13889,0
116335,0.5,2
116336,0.47222,2
116337,0.79167,3
116338,0.77778,3
116339,0.5,2
116340,0.52778,2
116341,0.61111,3
116342,0.83333,4
116343,0.20833,1
116344,0.59722,2
116345,0.55556,2
116346,0.5,2
116347,0.44444,2
116348,0.51389,2
116349,0.5,2
116350,0.55556,2
116351,0.25,1
116352,0.55556,2
116353,0.5,2
116354,0.43056,2
116355,0.33333,1
116356,0.56944,2
116357,0.31944,1
116358,0.58333,2
116359,0.63889,3
116360,0.51389,2
116361,0.52778,2
116362,0.5,2
116363,0.5,2
116364,0.5,2
116365,0.5,2
116366,0.55556,2
116367,0.51389,2
116368,0.5,2
116369,0.5,2
116370,0.5,2
116371,0.73611,3
116372,0.5,2
116373,0.5,2
116374,0.5,2
116375,0.58333,2
116376,0.56944,2
116377,0.5,2
116378,0.48611,2
116379,0.5,2
116380,0.5,2
116381,0.52778,2
116382,0.5,2
116383,0.68056,3
116384,0.47222,2
116385,0.22222,1
116386,0.81944,4
116387,0.48611,2
116388,0.5,2
116389,0.43056,2
116390,0.54167,2
116391,0.33333,1
116392,0.56944,2
116393,0.27778,1
116394,0.76389,3
116395,0.55556,2
116396,0.5,2
116397,0.5,2
116398,0.65278,3
116399,0.61111,3
116400,0.20833,1
116401,0.45833,2
116402,0.52778,2
116403,0.45833,2
116404,0.47222,2
116405,0.375,1
116406,0.375,1
116407,0.56944,2
116408,0.5,2
116409,0.59722,2
116410,0.43056,2
116411,0.66667,3
116412,0,0
116413,0.65278,3
116414,0.61111,3
116415,0.51389,2
116416,0.11111,0
116417,0.47222,2
116418,0.51389,2
116419,0.45833,2
116420,0.58333,2
116421,0.33333,1
116422,0.70833,3
116423,0.5,2
116424,0.68056,3
116425,0.66667,3
116426,0.34722,1
116427,0.5,2
116428,0.44444,2
116429,0.33333,1
116430,0.5,2
116431,0.5,2
116432,0.43056,2
116433,0.41667,2
116434,0.66667,3
116435,0.47222,2
116436,0.5,2
116437,0.26389,1
116438,0.58333,2
116439,0.69444,3
116440,0.55556,2
116441,0.34722,1
116442,0.52778,2
116443,0.41667,2
116444,0.44444,2
116445,0.5,2
116446,0.5,2
116447,0.58333,2
116448,0.44444,2
116449,0.79167,3
116450,0.125,0
116451,0.81944,4
116452,0.40278,2
116453,0.59722,2
116454,0.5,2
116455,0.47222,2
116456,0.52778,2
116457,0.33333,1
116458,0.55556,2
116459,0.5,2
116460,0.43056,2
116461,0.55556,2
116462,0.48611,2
116463,0.58333,2
116464,0.375,1
116465,0.72222,3
116466,0.86111,4
116467,0.93056,4
116468,0.84722,4
116469,0.5,2
116470,0.5,2
116471,0.52778,2
116472,0.5,2
116473,0.41667,2
116474,0.63889,3
116475,0.63889,3
116476,0.48611,2
116477,0.61111,3
116478,0.5,2
116479,0.16667,0
116480,0.51389,2
116481,0.30556,1
116482,0.44444,2
116483,0.27778,1
116484,0.76389,3
116485,0.40278,2
116486,0.55556,2
116487,0.5,2
116488,0.40278,2
116489,0.5,2
116490,0.56944,2
116491,0.40278,2
116492,0.5,2
116493,0.48611,2
116494,0.55556,2
116495,0.055556,0
116496,0.027778,0
116497,0.44444,2
116498,0.30556,1
116499,0.125,0
116500,0.26389,1
116501,0.19444,0
116502,0.36111,1
116503,0.55556,2
116504,0.40278,2
116505,0.36111,1
116506,0.70833,3
116507,0.45833,2
116508,0.15278,0
116509,0.069444,0
116510,0.44444,2
116511,0.16667,0
116512,0.5,2
116513,0.38889,1
116514,0.38889,1
116515,0.18056,0
116516,0.16667,0
116517,0.31944,1
116518,0.43056,2
116519,0.5,2
116520,0.5,2
116521,0.79167,3
116522,0.5,2
116523,0.5,2
